Emotion,Text
17271,joy,My bus has broken down on lambton quay. 
17272,sadness,Kinda hard to tell someone to stop using their voice when they are the queen of car singing 
17273,anger,&quot
17274,anger,Though later when I did the piece in Vienna I was furious when the orchestra showed up with five basses and a dozen first violins . 
17275,joy,Laying in bed at my parents house watching tv &amp
17276,sadness,Wishes her bbffl would text her back 
17277,fear,"Slowly , he corners the frightened younger boy , talks reassuringly as he kisses and caresses him . "
17278,sadness,Ever get the feeling you're not good enough? I do every day. 
17279,joy,Who the fuck works on Thanksgiving? Oh yeah. I do. 
17280,surprise,@chelsssaayy I know ! But wait til you see what I did in my boredom this afternoon! Such an awesome &lt
17281,sadness,Not getting married to @Danielle_Magoc because of  =   late night talks hahaha @ashmarie_a
17282,joy,"Early night for me, I can feel me and the forklift becoming good friends tomorrow "
17283,sadness,When the gear broke on my car.
17284,surprise,"@VanDerStark @OfficiallyGT @CharLouJackson   yeh, it will be fun!  dress up girls, were going to the hottest place in town "
17285,surprise,Dog food doesn't taste like food at all! 
17286,joy,Her own intense excitement had given way to a hollow feeling in her stomach and she had been quite unable to eat for several days . 
17287,anger,Most recently when the chairman at the New Zealand Rugby Union announced that the All Blacks' would accept the invitation of South Africa to play rugby in that country.
17288,shame,"` I 'm embarrassed at the way it 's playin' up . "" "
17289,sadness,Don't know as if I remember the last time we went to the cabin for Thanksgiving without any snow...
17290,anger,Just wrote a big long tweet and then BAM it disappears!!Grrrrrr 
17291,joy,Just getting home from work only to mop the floors and clean some dog piss and then head right back to work. 
17292,anger,Mayb I have no rite to b but I hate when ppl take my kindness for weakness
17293,anger,The law said nothing about duels between species which were not considered to be human -- although that did not prevent an offended party from seeking recourse . 
17294,fear,I hate it when ppl dont do shit cuz they are scared! Dont live ur life in fear thats stupid! Ur gona die one day accept it n have fun! 
17295,joy,"Bartender: What can I get you? Tyaira: Uh. Can I get water on the rocks, with olives please (Bartender starts cracking UP) "
17296,joy,is a net of love by which you can catch souls. #MotherTheresa
17297,sadness,I knew a girl so lovely that everyone would like her.  But she refused to accept my Christmas present and I tried to forget her.
17298,anger,"I mean, you clearly want people to ask, but then they do, and you don't respond. Knock it the fuck off! #annoyingpeople"
17299,joy,"Glancing up at his face , Cassie saw his expression change , his face darkening and hardening as his mounting excitement and desire seemed to quicken into something uncontainable , threatening , like the tide of an incoming sea , to engulf them both . "
17300,joy,Actually it seems that anytime I am laughing and enjoying myself the time passes whay to quickly.   
17301,joy,When my 6 month old son is happy and well.
17302,sadness,@HalesLiffey i'm appriciating you ripping the belly button apart... :( thanks.  
17303,joy,Parents evening tonight 
17304,fear,Never let the of striking out get in your way.&#xA
17305,sadness,How Can Your Afro Be Sticking Out The Back Of Your Snap Back :O 
17306,joy,Off to school for the english theatre trip 
17307,sadness,Wish we had a Computer Engineering class at school! I crave technology all day!!! 
17308,joy,"Not looking forward to school tomorrow, have to attempt to finish my Spanish project due 2nd period then I have to make Gingerbread "
17309,joy,"&quot;I came that you may have &amp; enjoy life &amp; have it in abundance, until it overflows!&quot;♬☺ -John 10:10"
17310,surprise,Um I guess I'm taking the ACT test tomorrow? 
17311,joy, need a lil uplifting word to start off your check out my account. The theme this morning 
17312,sadness,"D'oh RT@TBONEWFNZ: Anna Kooiman leaving @foxcharlotte   Excuse me for a second, I need to collect my thoughts. "
17313,surprise,"Zoo alle menms opgezogen, huisje weer netjes ingericht, alles netjes, gedoucht en aangekleed. Nu maken. Trots dat alles klaar is(:"
17314,joy,2have True -Stop being Self-Centered ! Get your PRIORITIES in Order ! Jesus [ #Yeshua_Messiah ]  First 
17315,joy,"I now have to pencil in my eyebrows everyday, they're so white you can't even see them "
17316,joy,"Work still to do, but MAN God is still good. His goodness and faithful endures always! So So So true that no matter what, HE IS GOOD. "
17317,surprise,I see  superdooper new track cleaner thingy doesn't work then 
17318,surprise,"Wow, Redskins are schooling Dallas, talk about a "
17319,joy,@willeeumsmith has pleased his fans this evening by appearing back on twitter evoking many tweets from previously dormant Kyle Ginn 
17320,neutral, Yes . 
17321,joy,I love going to macdintons all night and being woken up three hours after I've gotten home for a family bike ride 
17322,anger,@JackieSirni absolutely. i wouldnt even be up right now if my sister wasnt so fucking loud. 
17323,fear,"Where ever resides at in your life move in that direction with boldness! The more u go, the less it has power ova you."
17324,joy,"Big day of school ahead of me, it's that group presentation time of the year. "
17325,fear,Here I go looks don't scare me nor threats fear God not them God fuck them
17326,surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN"
17327,surprise,First song of day I hear is levels how can I not be o town bound @matt_montross @Bobby_Peluso @Joeyk334 
17328,sadness,I hope they fix my car ASAP.... 
17329,fear,"As a gentleman of considerable physique , Guttersnipe is naturally alarmed at such prejudice against the nutritionally challenged . "
17330,anger,"I heard friends grumbling at me in an adjoining room, although they had behaved in a friendly way when I was present."
17331,joy,"In work late on a Saturday. Workmen are here, fixing bulbs or something. They're playing 'Push it' by 'Salt-N-Pepa' on their phones. "
17332,joy,"C. looked outside this morning: &quot;I can't believe it! There's snow.&quot; No cynicism, pure joy. To be four!  #littemoments"
17333,anger,"After seeing an \uncertain\"" child work on a model for several hours, I watched a \""bully\"" of the same age destroy it, telling the child that it was worthless."""
17334,surprise,Off to mother in law's 70 birthday. Shush... it's a 
17335,anger,The EC was infuriated . 
17336,fear,When a thief entered the house in which I was sleeping.
17337,neutral, Wow ! 
17338,anger,Lady followed her example rather than suffer at the hands of her infuriated master . 
17339,joy,"'Tis an unbelievable feeling. I could cry, laugh and scream at the top of my voice; I still wouldn't be able to make u understand! :') "
17340,joy,Nor was the thought that he alone might hold the key to the mystery the sole component in his strangely elated state . 
17341,anger,"Youtube, TAKE DOWN FRIDAY BY REBEKA BLACK! People keep PLAYING it on Friday's and I'm going to stab someone with a pen! #triggerword"
17342,joy," Barbara . But please , just call me Barb . "
17343,joy,In wat voor een file-hel ben ik terechtgekomen? Volledig aan het stilstaan op de Ninoofsesteenweg. #fb
17344,fear,getting hit my a non-driver and having my shit totaled
17345,fear,"I also hate the dentist , and that's were I am heading to. I wish he was on strike lol #brokentooth"
17346,sadness, I am afraid I can't I am going to be out all day . 
17347,neutral," Yes , he is . He loves the girl very much . "
17348,joy,Let the most stressful ~40 days of the year commence!      
17349,anger,"Albert was offended , and swung his legs athletically out of bed , wincing on the distant side of his face . "
17350,joy, Progressive house collection 20 !!!! Sheer 
17351,joy,Listening to non-stop christmas music 
17352,joy,"All he 'd glimpsed through the window was Matta playing solitaire of some kind , so why had the man taken such delight in terrifying him ? "
17353,sadness,"If nobody makes plans by tomorrow morning, I'm gonna finally watch all those SVU episodes crowding my DVR.   "
17354,fear,@Eternityyours Je vais peut être même ne pas aller a Bailly pour continuer mon déploiement tiens... #TiensALaVie
17355,joy,I want to go to the elk relaunch on saturday but instead I have to endure a 6-7 hour car journey with my fam 
17356,joy,"if you would like to see my precious face i will be at work for the rest of the day and night , "
17357,anger,Having my personal objects rearranged by someone else without my consent and having it arranged to their taste. Then trying to find a particular object they rearranged for an hour or more.
17358,surprise,"@ConnerSmith61 oh yeah i forgot he was playing, oh well he will get a big when he gets home"
17359,surprise,"dessiner les trous de ta raquette de badminton sur ta cuisse en educ et plus te souvenir que tavais fait ca, sur ta cuisse le soir"
